cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"57141","0","3005097","3005248","Community Bank of Missouri","Richmond","MO","64085","3/31/2015","5/17/2015","NM","904 Walton Way","MISSOURI BANCORP, INC.","2","0","0","4","0","Ray","28140","Kansas City, MO-KS","5/7/2001","5/7/2001","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.communitybankmissouri.com","17","51285","6917","5716","5671","0","35438","528","0","1998","134","0","1127","51285","45030","41774","34998","41774","92.9193821767051","0","0","3000","0","256","6255","6255","0","1500","1500","3255","0","157","0","245","46825","18627","50374","50374","43234","51642","0","0","0","0","377","1273","3000","0","4993","6054","540","4993","0"
"6196","0","567754","1140088","Community Bank of Northern Wisconsin","Rice Lake","WI","54868","3/31/2015","5/17/2015","NM","1204 West Knapp Street","OLD MURRY BANCORP","5","0","0","2","1","Barron","","","5/5/1919","1/1/1934","5/31/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.cbnwi.com","35","158032","14083","12536","31352","0","107118","1977","0","3011","263","0","2205","158032","141856","137609","122817","137609","78.5892212611749","0","0","4000","0","247","16176","16176","0","503","7618","8055","0","3248","0","520","151006","21985","157510","157510","105921","159982","1165","1165","0","0","14572","1370","4000","0","13705","16243","1332","13705","992"
"34325","0","2445052","2445098","Community Bank of Oak Park River Forest","Oak Park","IL","60301","3/31/2015","5/17/2015","NM","1001 Lake Street","OAK PARK RIVER FOREST BANKSHARES, INC.","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/4/1996","11/4/1996","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.cboprf.com","46","305178","64938","61664","49014","0","168681","4607","0","7731","5905","0","8909","305178","278070","276954","201320","276954","77.7295193533131","0","0","0","0","1116","27108","27108","0","1880","11570","13658","0","2855","0","546","279359","46500","299566","299566","206450","292437","3118","3118","0","0","6349","2426","0","2949","40251","24576","2606","40251","8238"
"34857","0","2702764","1204887","Community Bank of Oelwein","Oelwein","IA","50662","3/31/2015","5/17/2015","NM","150 1st Street, S.E.","FIRST BELMOND BANCORPORATION","1","0","0","2","0","Fayette","","","10/1/1998","10/1/1998","5/15/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bankoelwein.com","11","105179","6901","6065","54980","8685","31838","724","0","923","57","0","1795","105179","95222","93624","89627","93624","85.6731230990876","0","0","1000","0","598","9957","9957","0","239","2641","7077","0","128","0","647","101568","56128","103308.5","103308.5","43537","103753","625","625","0","0","8771","123","1000","0","5945","9909","544","5945","0"
"4217","0","412452","0","COMMUNITY BANK OF OKLAHOMA","Verden","OK","73092","3/31/2015","5/17/2015","NM","101 West Highway 62","","2","0","0","4","1","Grady","36420","Oklahoma City, OK","8/1/1907","1/1/1934","4/7/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://bankofverden.com","15","38050","3056","997","9158","595","22688","181","0","1660","49","0","844","38050","33310","33160","18887","33160","95.5344489672848","0","0","0","0","150","4740","4740","0","330","500","3910","0","627","0","389","33438","12764","37198.5","37198.5","26918","37752","455","455","0","0","301","115","0","0","1191","4522","181","1191","0"
"19681","9628","901134","1479144","Community Bank of Parkersburg","Parkersburg","WV","26101","3/31/2015","5/17/2015","NM","631 Juliana Street","COMMUNITY BANKSHARES, INC.","4","0","0","5","1","Wood","37620","Parkersburg-Vienna, WV","3/1/1967","3/1/1967","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.communitybankpkbg.com","60","245197","10271","5661","47289","6733","174510","1299","0","3375","53","0","2966","245197","219560","173015","131618","173015","91.7378917378917","6569","0","39504","0","472","25637","25637","0","500","700","24437","0","1848","0","569","234193","132883","241815","241815","143681","238595","0","0","0","0","47602","809","39426","0","22502","24922","1299","22502","0"
"35513","0","2943615","3180408","Community Bank of Pickens County","Jasper","GA","30143","3/31/2015","5/17/2015","NM","15 Sammy Mcghee Blvd","COMMUNITY BANKS OF GEORGIA, INC.","2","0","0","4","0","Pickens","12060","Atlanta-Sandy Springs-Roswell, GA","10/2/2000","10/2/2000","6/1/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.cbopc.com","53","338914","26896","23057","40550","0","232799","3046","0","4774","22912","0","10983","338914","309636","305344","279269","305344","92.5665634472239","0","0","2000","0","2292","29278","29278","0","4850","15703","8725","0","11772","0","1890","296406","36554","336474","336474","253346","334675","5287","5287","0","0","22229","1327","2000","0","11088","28124","3046","11088","0"
"58423","0","3448425","1974630","Community Bank of Pleasant Hill","Pleasant Hill","MO","64080","3/31/2015","5/17/2015","NM","2401 North Highway 7","LOLYN FINANCIAL CORPORATION","1","0","0","4","0","Cass","28140","Kansas City, MO-KS","12/4/2006","12/4/2006","5/21/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.cbphonline.net","20","53805","4668","49","15860","0","29537","371","0","2534","0","886","320","53805","48712","48491","35760","48491","87.2314543730156","0","0","0","0","221","5093","5093","0","670","6030","-1607","0","0","0","131","45446","14086","54460.5","54460.5","36806","52970","0","0","0","0","0","1596","0","0","2532","4836","371","2532","0"
"22867","0","716851","1974630","Community Bank of Raymore","Raymore","MO","64083","3/31/2015","5/17/2015","NM","801 West Foxwood Drive","LOLYN FINANCIAL CORPORATION","3","0","0","4","1","Cass","28140","Kansas City, MO-KS","5/15/1979","5/15/1979","5/7/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.cbronline.net","48","191409","9946","100","42021","5700","121557","1243","0","4889","1485","767","5044","191409","175409","174416","143739","174416","77.1910614781353","0","0","0","0","993","16000","16000","0","900","5325","9775","0","21","0","467","169378","41420","187628.5","187628.5","142026","191817","3650","3650","0","0","1023","2560","0","0","11903","16096","1243","11903","0"
"57073","0","2997216","0","Community Bank of Santa Maria","Santa Maria","CA","93454","3/31/2015","5/17/2015","NM","1421 South Broadway","","3","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","3/1/2001","3/1/2001","1/22/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://WWW.YOURCBSM.COM","50","211269","14356","9592","73236","51","115787","1955","0","2643","0","0","5196","211269","190552","189898","125128","189898","81.9120086358969","0","0","0","0","654","20717","20717","0","15830","0","4887","0","0","0","645","198666","79566","211135","211135","151682","210294","2945","1365","0","1580","2100","3306","0","0","30262","20519","1897","30262","0"
"14776","0","257466","0","COMMUNITY BANK OF SNYDER","Snyder","TX","79549","3/31/2015","5/17/2015","NM","1715 25th Street","","1","0","0","7","0","Scurry","","","5/13/1905","9/27/1934","11/5/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.cbankofsnyder.com","28","138161","18196","16256","63544","0","54408","698","0","1048","0","0","965","138161","127134","126189","74853","126189","73.0913899733139","0","0","0","0","945","11027","11027","0","1500","1500","8027","0","1253","0","529","134208","3908","136296.5","136296.5","74607","137407","0","0","0","0","11532","2556","0","0","8725","10900","698","8725","0"
"34210","0","2483438","0","Community Bank of the Bay","Oakland","CA","94612","3/31/2015","5/17/2015","NM","180 Grand Ave., Suite 1550","","2","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","7/22/1996","7/22/1996","12/24/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.bankcbb.com","35","239151","52950","45493","4482","206","173903","2838","0","733","0","290","6587","239151","217608","212884","143981","212884","51.5253839289908","0","0","4000","0","724","21543","21543","4060","21255","1419","-5191","0","2132","0","527","224084","30088","231861","231861","186643","227810","3819","3819","0","0","37799","0","4000","443","43617","21269","2327","43617","0"
"30903","6091","697978","2523389","Community Bank of the Chesapeake","Waldorf","MD","20601","3/31/2015","5/17/2015","SM","3035 Leonardtown Road","COMMUNITY FINANCIAL CORPORATION, THE","11","0","1","4","0","Charles","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1950","10/23/1957","10/18/2013","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","cbtc.com","180","1086838","10794","2311","121051","645","881723","8621","0","21274","6861","297","44193","1086838","957931","855723","726175","855723","73.0459234993872","0","0","91658","0","10550","128907","128907","0","1500","67419","59988","0","8437","0","3115","1005730","640343","1083961","1083961","936284","1063315","27227","21624","0","5603","122030","22421","91658","271","79274","129007","8621","79274","0"
"4646","0","725853","1053384","Community Bank of the Midwest","Great Bend","KS","67530","3/31/2015","5/17/2015","NM","2220 Broadway","MIDWEST COMMUNITY BANCSHARES, INC.","5","0","0","2","1","Barton","","","10/20/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.communitybankmidwest.com","34","173494","41652","37842","18394","8988","99998","1253","0","3090","0","187","1185","173494","160598","158664","100043","158664","67.2035932293077","0","0","1691","0","243","12896","12896","0","1075","4368","7453","0","44","0","881","165222","37942","166921","166921","101621","166262","0","0","0","0","6943","2000","1691","0","18516","12606","1253","18516","0"
"35036","0","2837200","3219764","Community Bank of the South","Smyrna","GA","30080","3/31/2015","5/17/2015","NM","3016 Atlanta Road","CBS FINANCIAL CORPORATION","4","0","0","4","1","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","8/2/1999","8/2/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.CBSOUTH.COM","66","362071","31560","25448","21340","22775","274483","6668","0","8121","2117","0","1675","362071","330034","323052","271665","323052","88.0200989486704","0","0","6000","0","982","32037","32037","0","12064","19886","87","0","2921","0","826","344046","68571","355143.5","355143.5","282299","356619","0","0","0","0","17667","10296","6000","0","39732","31648","3568","39732","1565"
"35212","0","2860039","3450530","Community Bank of the South","Merritt Island","FL","32953","3/31/2015","5/17/2015","NM","277 N. Sykes Creek Parkway","CBOS BANKSHARES, INC.","3","0","0","7","0","Brevard","37340","Palm Bay-Melbourne-Titusville, FL","11/29/1999","11/29/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.cbosdirect.com","21","137913","64006","61633","27778","0","37523","898","0","2769","922","0","4915","137913","124884","116138","85454","116138","54.9077852973085","0","0","7500","0","1246","13029","13029","0","5593","5703","1733","0","951","0","254","126934","43527","141086.5","141086.5","54741","140441","3238","0","0","3238","15464","726","7500","0","7610","12536","686","7610","0"
"18889","0","255547","3436927","Community Bank of Trenton","Trenton","IL","62293","3/31/2015","5/17/2015","NM","104 East Broadway","CBT BANCORP, INC.","1","0","0","8","1","Clinton","41180","St. Louis, MO-IL","9/17/1963","9/17/1963","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.banktrenton.com","15","76606","3872","2256","16713","4094","49162","1164","0","2109","0","0","656","76606","67484","62047","52716","62047","93.0531165922895","0","0","5333","0","104","9122","9122","0","270","600","8252","0","1296","0","280","72225","19462","75735.5","75735.5","46628","76140","0","0","0","0","1243","243","5333","106","3141","8999","590","3141","0"
"35118","53392","2775692","4440015","Community Bank of Wichita, Inc.","Wichita","KS","67228","3/31/2015","5/17/2015","NM","11330 East 21st Street","LUXURY DEVELOPMENT PARTNERS, INC.","2","0","0","4","0","Sedgwick","48620","Wichita, KS","8/16/1999","8/16/1999","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.communitybankwichita.com","20","72329","1548","20","10853","1","54722","670","0","3689","180","0","1336","72329","65549","63065","38228","63065","76.2544192019278","0","0","1900","0","584","6780","6780","0","1816","1933","3031","0","144","0","247","65596","28025","72838.5","72838.5","57333","72846","827","827","0","0","5994","1652","1900","0","6335","6757","670","6335","0"
"57468","0","3139321","3139312","Community Bank Owatonna","Owatonna","MN","55060","3/31/2015","5/17/2015","NM","640 Bridge Street","COMMUNITY FINANCIAL CORPORATION","1","0","0","4","0","Steele","","","1/13/2003","1/13/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.cbowatonna.com","9","54524","4487","2228","17018","1500","29370","383","0","115","138","0","1896","54524","49274","48685","37594","48685","88.5060300270736","0","0","0","0","589","5250","5250","0","1000","3347","903","0","0","0","294","50116","18659","53938","53938","35284","53493","1416","1416","0","0","1961","1711","0","0","3449","5163","383","3449","0"
"34121","0","2376464","2313544","Community Bank, Coast","Biloxi","MS","39530","3/31/2015","5/17/2015","NM","677 Dr Martin Luther King Jr","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","15","0","1","4","0","Harrison","25060","Gulfport-Biloxi-Pascagoula, MS","1/22/1996","1/22/1996","11/12/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.communitybank.net","145","733949","83677","72527","73762","0","510167","5237","0","23852","6289","14789","21413","733949","659452","654448","549171","654448","80.0681438810246","0","0","0","0","5004","74497","74497","0","1080","56068","17349","0","6660","52","1628","656456","82133","704475","704475","500028","682710","11291","11291","0","0","82541","5389","0","0","38534","60385","5237","38534","0"
"12238","0","300250","2827313","Community Bank, National Association","Summersville","MO","65571","3/31/2015","5/17/2015","N","120 North Main Street","SUMMERSVILLE BANCORPORATION, INC.","3","0","0","2","1","Texas","","","4/15/1904","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://www.communitybank-na.com","23","52290","22626","13451","528","0","27000","405","0","1403","20","0","713","52290","47611","47542","37102","47542","95.2969620519289","0","0","0","0","69","4679","4679","0","260","740","3679","0","216","0","260","40979","815","51388.5","51388.5","32150","51230","0","0","0","0","1304","580","0","0","3998","4680","402","3998","0"
